?location	?company	?location_id	?company_id	?acc
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Harbin_Aircraft_Industry_Group>	1	423	11.097470249643255e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Xi'an_Aircraft_Industrial_Corporation>	1	1015	10.681268781530166e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Chery>	1	209	8.505992542675191e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/IQue>	1	465	6.77337157045382E0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Comac>	1	227	6.362123462022652e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/BYD_Auto>	1	125	5.7518026780790565e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/China_Aerospace_Science_and_Technology_Corporation>	1	213	5.404463994587012e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Hongdu_Aviation_Industry_Group>	1	444	4.77018271932906e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Great_Wall_Motors>	1	406	4.545993287632283e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Changhe_Aircraft_Industries_Corporation>	1	203	3.073776816708736e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Shaanxi_Aircraft_Corporation>	1	826	2.8537173971162626e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/TCL_Corporation>	1	890	2.03929566213384e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Lenovo>	1	553	1.838629701854663e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Roewe>	1	777	1.8213275690183695e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/China_Aerospace_Science_and_Industry_Corporation>	1	212	1.7041677231820527e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Brilliance_Auto>	1	168	1.497823664344406e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Dongfeng_Honda>	1	287	1.4948220911324848E0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Geely>	1	379	1.3808061576452737e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Lifan_Group>	1	559	1.340824044912591e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Guangqi_Honda>	1	414	1.231571735061437E0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Ainol>	1	38	1.062237769444547E0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/ZTE>	1	1027	0.9725274473147864e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Jiangling_Motors>	1	503	0.9173606659117617e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/DJI_(company)>	1	254	0.8093921250348706e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/CSR_Corporation_Limited>	1	182	0.8092608357897952e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Aviation_Industry_Corporation_of_China>	1	112	0.7553397021222398e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/FAW-Volkswagen>	1	319	7.148045651034867E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Yuneec_International>	1	1022	0.7111923137770011e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Foton_Motor>	1	361	6.359899638262666E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Baojun>	1	131	0.5642728334497167e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Nanjing_Automobile>	1	647	0.4803713450470388e0
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/China_CNR_Corporation>	1	215	4.642197586332953E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Hongqi_(marque)>	1	445	4.193083410813337E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Landwind>	1	548	2.6757153896501557E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Riich>	1	771	2.556598526861944E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Yutong>	1	1023	2.436741030177132E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/China_Aviation_Industry_General_Aircraft>	1	214	2.1582977974188164E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Hafei>	1	419	1.7242185664123763E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Shanghai_Maple>	1	828	1.6584765371676702E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/FAW-GM>	1	318	1.6469580307598453E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Yingli>	1	1019	1.6069682005052893E-1
<http://dbpedia.org/resource/China>	<http://dbpedia.org/resource/Youngman>	1	1020	1.5575131507596127E-1
<http://dbpedia.org/resource/Austria>	<http://dbpedia.org/resource/Magna_Steyr>	3	585	9.824896649398417e0
<http://dbpedia.org/resource/Austria>	<http://dbpedia.org/resource/Red_Bull_GmbH>	3	760	1.4645048008074617E0
<http://dbpedia.org/resource/Austria>	<http://dbpedia.org/resource/KTM>	3	508	9.966561326818197E-1
<http://dbpedia.org/resource/Austria>	<http://dbpedia.org/resource/Steyr-Daimler-Puch>	3	874	0.9488443247962092e0
<http://dbpedia.org/resource/Austria>	<http://dbpedia.org/resource/Europe_Sails>	3	315	0.8744618296494334e0
<http://dbpedia.org/resource/Austria>	<http://dbpedia.org/resource/Puch>	3	746	6.163178022317835E-1
<http://dbpedia.org/resource/Austria>	<http://dbpedia.org/resource/DCC_Doppelmayr_Cable_Car>	3	253	5.132966702575673E-1
<http://dbpedia.org/resource/Austria>	<http://dbpedia.org/resource/Trixy_Aviation_Products>	3	932	1.9726932869375097E-1
<http://dbpedia.org/resource/Bosnia_and_Herzegovina>	<http://dbpedia.org/resource/Ikarbus>	6	468	5.771784745508655e0
<http://dbpedia.org/resource/Bosnia_and_Herzegovina>	<http://dbpedia.org/resource/Fabrika_automobila_Priboj>	6	323	2.5449494095841105e0
<http://dbpedia.org/resource/Bosnia_and_Herzegovina>	<http://dbpedia.org/resource/Utva_Aviation_Industry>	6	952	1.8760269813690476e0
<http://dbpedia.org/resource/Bulgaria>	<http://dbpedia.org/resource/Niki_Rotor_Aviation>	7	661	0.37222794207357335e0
<http://dbpedia.org/resource/Croatia>	<http://dbpedia.org/resource/Rimac_Automobili>	9	773	4.359126528184868E-1
<http://dbpedia.org/resource/Croatia>	<http://dbpedia.org/resource/DOK-ING>	9	256	2.825240889907071E-1
<http://dbpedia.org/resource/Denmark>	<http://dbpedia.org/resource/Carlsberg_Group>	10	191	2.342490020803739e0
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/Microsoft_Mobile>	14	620	84.50350619573544e0
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/Valmet>	14	958	9.02330226003992e0
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/Sisu_Auto>	14	842	3.286305834199686e0
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/Rautaruukki>	14	758	2.8750998284563702E0
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/Valtion_lentokonetehdas>	14	960	1.952321924123536e0
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/Valmet_Automotive>	14	959	1.0667211843827782e0
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/VR_Group>	14	956	8.129289668755252E-1
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/Vanajan_Autotehdas>	14	964	0.31176195608092105e0
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/Jolla>	14	506	2.0881886400630073E-1
<http://dbpedia.org/resource/Finland>	<http://dbpedia.org/resource/FlyNano>	14	342	2.0600776275027594E-1
<http://dbpedia.org/resource/Hong_Kong>	<http://dbpedia.org/resource/VTech>	16	957	10.310268358157066e0
<http://dbpedia.org/resource/Hong_Kong>	<http://dbpedia.org/resource/Infiniti>	16	478	7.8347539346637305e0
<http://dbpedia.org/resource/Hong_Kong>	<http://dbpedia.org/resource/EACA>	16	294	4.152781832471565E-1
<http://dbpedia.org/resource/Israel>	<http://dbpedia.org/resource/Israel_Aerospace_Industries>	17	489	34.95772653315766e0
<http://dbpedia.org/resource/Latvia>	<http://dbpedia.org/resource/Ford-Vairogs>	20	350	1.772297151613714E-1
<http://dbpedia.org/resource/New_Zealand>	<http://dbpedia.org/resource/Rocket_Lab>	29	776	7.286090222455569E0
<http://dbpedia.org/resource/Northern_Ireland>	<http://dbpedia.org/resource/Short_Brothers>	31	832	56.79595957151805e0
<http://dbpedia.org/resource/Norway>	<http://dbpedia.org/resource/Strømmens_Værksted>	32	880	8.608413745500378e0
<http://dbpedia.org/resource/Norway>	<http://dbpedia.org/resource/Høka>	32	459	1.1030288316232475E0
<http://dbpedia.org/resource/Norway>	<http://dbpedia.org/resource/Arcus_(company)>	32	86	2.4557387684364004E-1
<http://dbpedia.org/resource/Oman>	<http://dbpedia.org/resource/I-mate>	33	460	8.047387775917588E-1
<http://dbpedia.org/resource/Oman>	<http://dbpedia.org/resource/W_Motors>	33	989	4.6565102029546473E-1
<http://dbpedia.org/resource/Singapore>	<http://dbpedia.org/resource/ST_Aerospace>	41	802	7.791938428549117E-1
<http://dbpedia.org/resource/Slovenia>	<http://dbpedia.org/resource/Pipistrel>	43	722	4.814480108658675e0
<http://dbpedia.org/resource/Slovenia>	<http://dbpedia.org/resource/Tovarna_avtomobilov_Maribor>	43	928	0.9589915776080373e0
<http://dbpedia.org/resource/Switzerland>	<http://dbpedia.org/resource/Pilatus_Aircraft>	45	718	25.409074831886144e0
<http://dbpedia.org/resource/Switzerland>	<http://dbpedia.org/resource/Logitech>	45	569	20.158089430862837e0
<http://dbpedia.org/resource/Switzerland>	<http://dbpedia.org/resource/ABB_Group>	45	2	9.983088243106359e0
<http://dbpedia.org/resource/Switzerland>	<http://dbpedia.org/resource/Nestlé>	45	656	4.508224619295591e0
<http://dbpedia.org/resource/Switzerland>	<http://dbpedia.org/resource/Société_Anonyme_des_Ateliers_de_Sécheron>	45	848	1.9874167220581072e0
<http://dbpedia.org/resource/Switzerland>	<http://dbpedia.org/resource/Swiss_Space_Systems>	45	887	4.9870015616011076E-1
<http://dbpedia.org/resource/Switzerland>	<http://dbpedia.org/resource/Dätwyler>	45	293	2.0520381684512823E-1
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/Volkswagen_Trucks_and_Buses>	49	981	1.8217633986364081e0
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/Indústria_Aeronáutica_Neiva>	49	476	1.2864003612256991e0
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/Simca_do_Brasil>	49	838	0.8240245660164655e0
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/Microleve>	49	618	0.6783236837867117e0
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/Ford_Brasil>	49	352	6.524356816921071E-1
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/Tectoy>	49	908	4.9523664614675467E-1
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/Aerotec>	49	35	3.049040322889898E-1
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/General_Motors_do_Brasil>	49	386	2.1801920646997283E-1
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/XMobots>	49	1012	1.6585145765454204E-1
<http://dbpedia.org/resource/Brazil>	<http://dbpedia.org/resource/Tecnologia_Automotiva_Catarinense>	49	907	1.6350637579915425E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Volkswagen>	50	978	267.25726565692054e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/BMW>	50	124	231.1601387035582e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Mercedes-Benz>	50	611	205.01537515508286e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Heinkel>	50	427	164.84457732428905e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Opel>	50	679	150.63013786505013e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Messerschmitt>	50	613	149.31800656566668e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Audi>	50	102	135.76077571559387e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Porsche>	50	730	121.50130987343749e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Focke-Wulf>	50	347	88.76160130508757e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Daimler_AG>	50	264	82.63199039301631e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Ford_of_Europe>	50	359	81.01219882824604e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Siemens>	50	833	48.351089364503956e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Daimler-Benz>	50	263	31.694438654962745e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Messerschmitt-Bölkow-Blohm>	50	614	26.00467059729938e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Volkswagen_Commercial_Vehicles>	50	979	22.39913114232741e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Henschel_&_Son>	50	431	22.282737734090563e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Ford_Germany>	50	353	19.159300230430684e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Alexander_Schleicher_GmbH_&_Co>	50	57	18.483993097114336e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/HQM_Sachsenring_GmbH>	50	416	14.785603543897823e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Quattro_GmbH>	50	749	12.963233306451352e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Auto_Union>	50	106	12.349248814759711e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Grob_Aircraft>	50	409	10.05048572783814e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Karmann>	50	514	5.22805965330999e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Neoplan>	50	655	4.883263110838625e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/MAN_Truck_&_Bus>	50	580	4.812417173854058e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Borgward>	50	162	4.580545556419522e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Volkswagen_Group>	50	980	2.396516552241623e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/MAN_SE>	50	579	2.35455929263618e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Smart_(automobile)>	50	847	2.2852499244763504e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Ruf_Automobile>	50	788	2.0745513798771595e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Flight_Design>	50	340	2.0589395918225453e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Fresh_Breeze>	50	365	1.8999697281784944e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Weser_Flugzeugbau>	50	994	1.6418083317699947e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/DKW>	50	255	1.4887075147720594e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Bautek>	50	132	1.364514370377493e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Kaiserliche_Werft_Danzig>	50	510	1.2719944734719038e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Genesi>	50	387	1.254918667106782E0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Argus_Motoren>	50	87	1.0033566818345192E0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Maschinenfabrik_Esslingen>	50	597	0.9934241889108493e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Vossloh>	50	986	0.9567652751298918e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/AutoGyro_GmbH>	50	105	0.9139949629197126e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Brabus>	50	165	0.7990992013140696e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Horch>	50	446	7.407576985811105E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Rhein-Flugzeugbau>	50	770	0.6683686973498004e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Finsterwalder>	50	335	0.6141666715687124e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Lanitz_Aviation>	50	549	0.6129853594499788e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Roland_Aircraft>	50	779	0.5983981824293896e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Impuls>	50	470	0.5603416558212448e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/PowerTrike>	50	731	0.5353543839295941e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Artega_Automobile>	50	94	4.9066798961098995E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Glasflügel>	50	396	4.617984055796845E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/ZF_Friedrichshafen>	50	1026	4.4419074165052436E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Üstra>	50	1035	3.583491040461333E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Solid_Air_UL-Bau_Franz>	50	856	0.35777916380782393e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Skyrider_Flugschule>	50	845	0.3538922340287033e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Weller_Flugzeugbau>	50	993	0.3534622240171432e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Silent_Family>	50	836	0.3470947277362955e0
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Maybach>	50	602	3.3709837646505664E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Alpina>	50	61	3.2275895276653205E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/9ff>	50	0	3.159772443734911E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Kaiserliche_Werft_Kiel>	50	511	3.1364416664821226E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Getrag>	50	390	2.770328636461653E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Isdera>	50	488	2.540619040750855E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Ostmecklenburgische_Flugzeugbau>	50	685	2.3275399887554699E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/XtremeAir>	50	1017	2.2400524284557324E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/TechArt>	50	905	1.5958160019471587E-1
<http://dbpedia.org/resource/Germany>	<http://dbpedia.org/resource/Deutz_AG>	50	283	1.5841092716874705E-1
<http://dbpedia.org/resource/Indonesia>	<http://dbpedia.org/resource/Indonesian_Aerospace>	51	473	14.435199280232185e0
<http://dbpedia.org/resource/Indonesia>	<http://dbpedia.org/resource/IndoMobil_Suzuki_International>	51	472	7.485188937465601E-1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Sony>	52	858	763.6644532482461e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Toyota>	52	929	396.8423673556319e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Sega>	52	825	263.5163058305849e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Kawasaki_Heavy_Industries>	52	517	246.33751870158034e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Honda>	52	442	221.45044107313691e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Nissan>	52	663	207.18746656251173e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Hitachi>	52	440	197.07410233042128e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Mitsubishi_Motors>	52	630	138.25574528127189e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Kinki_Sharyo>	52	525	134.7913683484072e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Mitsubishi_Heavy_Industries>	52	629	111.4015261196062e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Mazda>	52	603	100.72910311427823e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Suzuki>	52	885	69.28663919533386e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Subaru>	52	882	57.86685766133924e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Bandai>	52	130	53.379773368326475e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Mitsubishi>	52	626	50.92896793966168e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Lexus>	52	556	49.752479498113544e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/NEC>	52	643	47.37864932986878e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Daihatsu>	52	261	45.68372916382743e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Kawasaki_Aerospace_Company>	52	516	33.963521959471954e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Kawasaki_Heavy_Industries_Rolling_Stock_Company>	52	518	33.5628641558935e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Sharp_Corporation>	52	829	33.36899830883347e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Hudson_Soft>	52	450	31.295863771018908e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Panasonic>	52	695	29.445017751762705e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Fujitsu>	52	367	27.958749255378006e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Sanyo>	52	815	23.38711837477331e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Hino_Motors>	52	438	22.913479336124485e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/SNK>	52	801	1.702724190109187E1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Prince_Motor_Company>	52	736	16.878438571018812e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Casio>	52	196	16.287680302126187e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Toshiba>	52	927	13.170925793291703e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Mitsubishi_Fuso_Truck_and_Bus_Corporation>	52	628	12.489238534761807e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Central_Motors>	52	201	9.219199835395042e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Alps_Electric>	52	63	7.694948279473285E0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Datsun>	52	269	6.242154795688299e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Pioneer_Corporation>	52	720	5.824508779046003E0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Capcom>	52	190	5.768513804035617e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/UD_Trucks>	52	940	5.046042301656583e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Acura>	52	13	4.845143554500286e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Isuzu_Motors>	52	490	4.291278260056493e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Mitsubishi_Electric>	52	627	2.8575635918176854e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Mitsuoka>	52	631	2.788834277760101e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Namco>	52	646	2.318635950034377e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/IHI_Corporation>	52	464	1.924242350528885E0
