asin,title,price,imUrl,salesRank,categories,description,brand
0849734347,KJOS Bach And Before for Strings Viola,6.45,http://ecx.images-amazon.com/images/I/31mtP8VUm4L._SY300_.jpg,{'Musical Instruments': 30030},"[['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Sheet Music Folders']]","Bach and Before for Strings is a versatile collection of 19 Bach chorales. The chorales range in difficulty from easy to very sophisticated and are suitable for year two through high school string orchestras. Great for warm-up and teaching, as well as performance.Each chorale is presented in the Kjos Multiple Option Scoring System with all four voice parts (soprano, alto, tenor, and bass) presented in each part book. This allows for unprecedented teaching oppourtunities. Unison playing will help develop the quality of string orchestra's sound, and is the foundation of playing in tune. AS additional parts are added, students learn the nuances of harmony and expressive playing.Students love playing chorales, because they sound so good! Teachers will love using the power of unison playing and four part harmony to develop superior intonation and expressive playing in their string ensembles.",KJOS
0849756677,KJOS Festival Solos Clarinet,9.95,http://ecx.images-amazon.com/images/I/31xIJwwm73L._SY300_.jpg,{'Musical Instruments': 81781},"[['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Festival Solos is a collection of solo Literature perfect for contests, festivals, concerts, and private study. Each of the 15 instrumental part books comes with an instrument-specific CD containing a demonstration recording with piano accompaniment for each solo, plus a play-along accompaniment only track. Program notes for each solo are included in each book, and a Piano Accompaniment book is available separately for performance or practice with a live accompanist. Since each instrumental part book includes the same titles, all solos can be rehearsed in a group situation as well as individually, saving valuable teaching time for classroom band directors!",KJOS
0849757487,KJOS Standard Of Excellence for Jazz Ensemble 4th Trumpet,12.0,http://ecx.images-amazon.com/images/I/31fzfVrhtyL._SY300_.jpg,{'Musical Instruments': 74636},"[['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Sheet Music Folders']]","Minimum instrumentation for method effectiveness 2-XE, 1-XB, 2-TP, 1-TB, 1-P, 1-B, 1-D The SOE Jazz Ensemble Method is designed for use by mid, JR, HS, community jazz ensembles, and in the private studio. the book is divided into three sections, each representing a different jazz style: rock, swing, and Latin. Each section contains rhythm studies and improvisation studies which may be played with other members of the ensemble or with accompanying CD (affixed to the back cover). Each section of the book also includes jazz chart (13 total) that applies what is learned in the rhythm and improvisation studies. The flexible scoring allows for a full-sounding ensemble with as few as half the standard instrumentation. The director's score include tips on player selection, band setup, audio reinforcement, music selection, rehearsal suggestions etc. The SOE Jazz Ensemble Method will be for both the seasoned jazz band diector and the band director with little or no experience at all.",KJOS
0976605805,North Carolina Rivers &amp; Creeks,24.95,http://ecx.images-amazon.com/images/I/41MCDHDMG3L.jpg,{'Sports &amp; Outdoors': 170458},"[['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Sheet Music Folders']]",This book is the definitive guide to paddling SoutheastIt will help you achieve your creeking fantasies in NC.Spectacular photo's and detailed descriptions. Leland Davisis the real thing.,Leland Davis
0976615355,"Jazz Saxophone Etudes, Vol. 3 (Book &amp; CDs)",27.86,http://ecx.images-amazon.com/images/I/51yXNSBOm4L._SY300_.jpg,{'Music': 35347},"[['CDs & Vinyl', 'Jazz'], ['CDs & Vinyl', 'Pop'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Greg Fishman has released the latest installments in his critically acclaimed series on jazz saxophone playing - Jazz Saxophone Etudes Volume 3 and Jazz Phrasing for Beginners. His first two books Jazz Saxophone Etudes Vol. 1 and Jazz Saxophone Duets, both received critical acclaim by teachers and players alike. James Moody, Jerry Coker, Plas Johnson, Mark Colby, Gary Campbell and Bob Sheppard as well as the late Michael Brecker have all shared their praise for Fishman s books. The previous released Jazz Saxophone Etudes Volume 2 continued along the same path as his inaugural book. Greg Fishman s publications are outstanding gems with comprehensive information from explanation to play-along. Not only is the information there for the taking but also Fishman s demonstrations on both tenor and alto saxophone are swinging and flawless. His sound and pitch is something any teacher should have absolutely no trouble telling a student to use as a model while playing along at home. Fishman sounds equally adept on both the alto and tenor saxophone voices. The two newest books will find their place among saxophonists who are newer to the word of jazz. Jazz Saxophone Etudes Volume 3 and Jazz Phrasing for Beginners by Greg Fishman offer the intermediate and beginner students the same quality of etudes as his first three books. Volume 3 feels much like Volume 1 and 2 however the tempos are decidedly and intentionally slower for younger or less advanced students. The addition of some bossa novas offer a pleasant contrast not present in his first two etude books. In the preface to of his latest book, Fishman writes, Jazz Phrasing for Beginners is a prequel to my series of intermediate and advanced jazz education books. They are not dumbed down but come out of an entirely different approach. Later he writes, I decided to take a different approach and write simple, catchy tunes with clear melodic development that stand alone as good pieces of music, period, rather than trying to write a simplified version of one of my more advanced pieces. He certainly succeeded. Each of the new jazz etudes is again named after a different street in Chicago a nice tribute to the place he was born back in 1967. Fishman has been playing professionally since age 14 and earned a Masters in Jazz Pedagogy from Northwestern University. Neither of these accomplishments is lost on the etudes. The ideas presented in this book and those before it represent a dedication to the music called Jazz. The two CDs, one each for alto and tenor, feature Fishman along with Dennis Luxion on piano, Eric Hochberg on bass and Phil Gratteau on drums. The world-class rhythm section swings hard as Fishman demonstrates each etude succinctly and with great precision. There are many composers, saxophonists, and educators out there who possess these three unique abilities. Often one facet of their musicianship outshines another. Not with Greg Fishman. Fishman shows he is equally adept at composing, performing and teaching the concepts included in these etudes. They are a MUST HAVE for any saxophonist, or student of the instrument. Run, do not walk to get all 5 books by Greg Fishman. --Skip Spratt, Sax Shed.com",JAZZ STUDIO
0977875652,LDS Be Still: A Collection of Beloved Hymns Songbook - LDS Sheet Music - William Joseph,19.99,http://ecx.images-amazon.com/images/I/41C2pakU-tL._SY300_.jpg,{'Musical Instruments': 16441},"[['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","This Songbook recording artist William Joseph's work as he brings an intensity of soul and dazzling originality to this collection of LDS and sacred hymns, Be Still.",Rlegacy Entertainment
1423499158,"Gus G., Lead &amp; Rhythm Techniques",13.05,http://ecx.images-amazon.com/images/I/512jGNzOzpL._SX300_.jpg,{'Movies & TV': 80287},"[['Movies & TV', 'TV'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Gus G founding member of Firewind is latest guitarist&#xA0;to join Ozzy's roster of legendary axmen who have been key to shaping his iconic sound. In this program, Gus reveals the secrets that have propelled him into the guitar stratosphere and shows you how to incorporate them into your playing. Learn the natural minor and Phrygian major scales, patterns, scale sequences and full neck runs he uses to take control of the fret board to form soulful leads that rip into shred masterpieces. Learn diminished sweep and chromatic arpeggios, emotional bending techniques and how to create a minor 3rd harmony lead. Gus reveals the chords, voicings, syncopated, pivoting staccato, interval, and clean  picked rhythms that form the foundation of his style.&#xA0;He analyzes many of his Firewind leads and song structures complete with full band  backing tracks that you can use the apply what you learn. Zone 0 - play on any DVD system in the world. Ipod-ready video. Each Rock House product includes free lifetime membership to Rock House's online lesson support system. Enhance your learning experience, links with  instructors, download backing tracks, access message boards, and much  more. You'll connect with a community of musicians around the world  learning to play music using The Rock House Method.",Rock House
3905477351,Album I: 7 Easy Pieces for Treble (Alto) Recorder and Basso Continuo (Dowani Book/CD),14.1,http://ecx.images-amazon.com/images/I/41sn4%2B9oQmL._SY300_.jpg,{'Musical Instruments': 114057},"[['Musical Instruments', 'Instrument Accessories', 'General Accessories']]",,Dowani
6302531810,Simon Phillips [VHS],27.77,http://ecx.images-amazon.com/images/I/51WRVFFE4SL._SY300_.jpg,{'Movies & TV': 1022521},"[['Movies & TV', 'TV'], ['Musical Instruments', 'Drums & Percussion']]",,
6302598834,Beethoven Lives Upstairs [VHS],9.99,http://ecx.images-amazon.com/images/I/51WGXSRQ06L._SY300_.jpg,{'Movies & TV': 358004},"[['CDs & Vinyl', ""Children's Music""], ['CDs & Vinyl', 'Classical'], ['Movies & TV', 'Movies'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Sheet Music Folders']]","The arrival of an eccentric boarder turns a young boy's home upside-down. The classical music composer, Ludwig van Beethoven has moved in upstairs!Richly set in 19th century Vienna, Beethoven Lives Upstairs is a touching tale of music, friendship and genius. Based in part on historical fact, Beethoven Lives Upstairs features more than twenty-five beautifully performed excerpts of Beethoven's best-loved works.Based on the award-winning and best-selling Classical Kids compact disc of the same name, Beethoven Lives Upstairs was hailed upon its original release in 1992 as ""a video masterpiece"" by the Boston Herald and ""the best family film to appear in a long time"" by the Ottawa Citizen. The television special has been seen on HBO, PBS, CBC, the Family Channel and YTV and the home video has sold more than 250,000 copies in North America. In this award-winning story, young Christoph exchanges letters with his uncle, bemoaning the fact that a madman (Beethoven) has moved into the upstairs apartment of their Vienna home. Provides history, drama, music, and fun for kids and young listeners.",Children&#39;s Book Store
6303111904,Drum Tuning: Sound &amp; Design [VHS],19.95,http://ecx.images-amazon.com/images/I/41BE2Z0WFSL._SY300_.jpg,{'Movies & TV': 605153},"[['CDs & Vinyl', 'Special Interest', 'Instructional'], ['Movies & TV', 'TV'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","In this video, Bob Gatzen shares his vast knowledge of sound production and design in this comprehensive and practical approach to drum tuning. The method is simple, straightforward, and effective for all styles and all levels. With this video, you will get the sound out of your drum that you have been looking for. (95 min.)...",Warner Bros
6305082340,Ultimate Beginner Series: Trombone 1 [VHS],7.17,http://ecx.images-amazon.com/images/I/51BXH1NZVJL._SY300_.jpg,{'Movies & TV': 942756},"[['CDs & Vinyl', 'Special Interest', 'Instructional'], ['Movies & TV', 'TV'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Trombone, Volume 1 with Tim Conner From Warner Bros. Ultimate Beginner Series comes Trombone, Volume 1 with Tim Conner. This video takes you from opening your trombone case to playing your first song. You will learn important tips on assembly and the parts of your instruments, care and maintenance, posture and the proper way to hold your instrument. Get tips on breathing, forming the embouchure, and producing a sound. You will learn the first three notes of a one octave scale and some basic music theory to help you get started fast. It's the perfect tape for the new student or a quick refresher.",Alfred
6305082286,Ultimate Beginner Series: Flute 2 [VHS],19.99,http://ecx.images-amazon.com/images/I/51GQ4KB5NYL._SY300_.jpg,{'Movies & TV': 649685},"[['CDs & Vinyl', 'Special Interest', 'Instructional'], ['Movies & TV', 'TV'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","The second volume of the ULTIMATE BEGINNER SERIES picks up where the first left off and introduces some basics of music theory, including how to play a complete B flat major scale. The program also covers techniques such as warming-up, breath support, tonguing, and tuning.",Alfred
6305275432,Michael Thompson: Beginning Acoustic Guitar [VHS],5.0,http://ecx.images-amazon.com/images/I/31pJ56FVlPL._SY300_.jpg,{'Movies & TV': 815320},"[['CDs & Vinyl', 'Special Interest', 'Instructional'], ['Movies & TV', 'TV'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Beginning Acoustic Guitar features Michael Thompson, one of rock's most talented session players and a Berklee College of Music graduate. Michael has performed with many popular musicians including Michael Jackson, Michael Bolton, Great White, Dokken, Reba McEntire, Peter Cetera, Ringo Starr & The All Starr Band, Cher, Celine Dion, Hall & Oates, Earth, Wind & Fire, Bette Midler and also has his own album out under the Geffen label. In this video, he teaches 30 minutes of basic acoustic guitar lessons that are used by every popular musician today. Michael introduces the guitar by starting with the instrument and its parts, followed by tuning. He shows you fundamental chords, chord progressions and arpeggiated chords. Michael also demonstrates minor pentatonic scales, strumming patterns, finger picking and much more. The instructional video covers what every guitarist needs to know to get started. Michael Thompson proves that education goes a long way when it comes to selling the top gigs while sharing what it takes to get the top gigs.",Hal Leonard
6305276692,Beginning Rock Bass [VHS],10.98,http://ecx.images-amazon.com/images/I/31PR07ndeDL._SY300_.jpg,{'Movies & TV': 945607},"[['CDs & Vinyl', 'Special Interest', 'Instructional'], ['Movies & TV', 'TV'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Ricki Phillips, former bassist with the Babys and Bad English, is a noted session player, writer, and producer. He uses his experience to get beginners started in learning how to play bass guitar with their own rock group. Starting with an in-depth overview of the electric bass, Ricki covers all the vitals of the instrument and its role in the band with simple and easy-to-follow discussion and demonstration. From choosing an amp to ear training, to chording, Ricki's exercises will help beginners learn what they need to know to start jamming.",Hal Leonard
6305276595,Beginning Slide Guitar [VHS],7.98,http://ecx.images-amazon.com/images/I/31gnAQ7WYoL._SY300_.jpg,{'Movies & TV': 975586},"[['CDs & Vinyl', 'Special Interest', 'Instructional'], ['Movies & TV', 'TV'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Kirk Smart has performed with Joe Pass and Scott Henderson, and is recognized as one of today's top instructors of slide guitar. He starts with playing basics, then explains how to choose and hold a slide. His lessons demonstrate vibrato, string damping, tone and sustain, right hand techniques, open tunings, natural and false harmonies, and more, in a variety of styles from rock and blues to country.",Hal Leonard
630527553X,Abe Laboriel: Beginning Funk Bass [VHS],15.95,http://ecx.images-amazon.com/images/I/31AdfNZlRlL._SY300_.jpg,{'Movies & TV': 858297},"[['CDs & Vinyl', 'Special Interest', 'Instructional'], ['Movies & TV', 'TV'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Beginning Funk Bass features Abe Laboriel, one of the most talented session players today, and a Berklee College of Music graduate. Abe has performed with many popular musicians including Herb Albert, Lee Ritenour, Al Jarreau, George Benson and Quincy Jones, to name just a few. In this instructional video Abe presents 40 minutes of solid funk bass. He demonstrates thumping, slapping, snapping and popping. In addition to the basics, Abe offers real insight into his own style and technique. He performs right hand technique, funk rhythm, playing with a drummer, pentatonic scales, triads and more. This insightful video presents an essential foundation needed by every bass player learning to play funk.",Hal Leonard
9792372326,"QSC K10 1000 Watts, 1 x 10 Inches 2-Way Powered Speaker",702.61,http://ecx.images-amazon.com/images/I/51cswUsQLYL._SY300_.jpg,{'Musical Instruments': 12900},"[['Musical Instruments', 'Live Sound & Stage', 'Monitors, Speakers & Subwoofers', 'Speakers']]","Extremely compact, yet surprisingly powerful, QSC K10 speakers push out 1000 watts of continuous power via a Class D bi-amped design. The mid-sized option in QSC's overwhelmingly popular K Series of powered loudspeakers, K10s delivers bass frequencies down to 60 Hz with a maximum SPL of 129 dB. With a pair of self-powered QSC K10s, each weighing only 32 pounds, you've got a killer portable PA system.",QSC
B0000001IQ,French Blues,16.04,http://ecx.images-amazon.com/images/I/51cVhS4NjcL._SY300_.jpg,{'Music': 286269},"[['CDs & Vinyl', 'Blues', 'Regional Blues', 'Cajun & Zydeco'], ['CDs & Vinyl', 'Pop'], ['CDs & Vinyl', 'World Music'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","Nathan Abshire is the king of the bayou accordion. Abshire has proven he still  reigns with this 78-minute, 28-track collection of tunes from 1949 and on. These are old  tracks, with the rough sound of old 78s, but rough and tumble playing on tracks like  ""Jolie Blonde"" are totally inspired! He gives the music life as he plays with abandon,  sings like a banshee, and takes his various bands wandering through Texas tunes, bluesy  crossovers, and even some modern surprises (check the rhythmic games they play on  ""Musical Five Special""). The charm of ""Shamrock Waltz"" and the 1949 version of ""Pine  Grove Blues"" are reason enough to own this collection.--Louis Gibson",
B000000233,Cattlemen Don't,5.49,http://ecx.images-amazon.com/images/I/51sSA6pwDGL._SY300_.jpg,{'Music': 252308},"[['CDs & Vinyl', 'Alternative Rock', 'American Alternative'], ['CDs & Vinyl', 'Alternative Rock', 'Indie & Lo-Fi', 'Indie Rock'], ['CDs & Vinyl', 'Pop'], ['CDs & Vinyl', 'Rock'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]",Cattlemen Don't by Triple Fast ActionThis product is manufactured on demand using CD-R recordable media. Amazon.com's standard return policy will apply.,
B0000002L1,Down the Road to Home,12.28,http://ecx.images-amazon.com/images/I/51FTdj8EHeL._SY300_.jpg,{'Music': 682433},"[['CDs & Vinyl', 'Country', 'Bluegrass'], ['CDs & Vinyl', 'Folk', 'Contemporary Folk'], ['CDs & Vinyl', 'Folk', 'Traditional Folk'], ['CDs & Vinyl', 'Pop'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]",,
B000000407,Lord God Muzick,21.05,http://ecx.images-amazon.com/images/I/31Tjad46dLL.jpg,{'Music': 510561},"[['CDs & Vinyl', 'Pop'], ['CDs & Vinyl', 'Reggae', 'Dub'], ['CDs & Vinyl', 'World Music'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]",,
B0000005HD,I'm a One Woman Man,10.97,http://ecx.images-amazon.com/images/I/41AEM767SFL.jpg,{'Music': 500272},"[['CDs & Vinyl', 'Country', 'Classic Country', 'Nashville Sound'], ['CDs & Vinyl', 'Country', 'Roadhouse Country'], ['CDs & Vinyl', 'Pop'], ['CDs & Vinyl', 'Rock'], ['Musical Instruments', 'Instrument Accessories', 'General Accessories']]","I'm a One Woman Man, by George Jones on Audio CD.",
